Id	Img Id	Da	Dp	FWidth	FLength	ELength	EWidth	Volume	Area	Perimeter	CHull  Area	CHull Perimeter	Sphericity	Compactness	Roundness	Ellipse Ratio	Circularity	Solidity	Concavity	Convexity	Extent	hash	Transparency	Curvature	Surface Area	Filter0	Filter1	Filter2	Filter3	Filter4	Filter5	Filter6	L/W Ratio	W/L Aspect Ratio	CHull Surface Area	Ellipticity
 	 	µm	µm	µm	µm	µm	µm	µm³	µm²	µm	µm²	µm	 	 	 	 	 	 	 	 	 	 	 	 	µm²	 	 	 	 	 	 	 	 	 	µm²	 
412	287	35.090	37.056	34.028	37.853	36.665	33.602	22622.303	967.049	116.413	996.170	112.750	0.947	0.927	0.859	0.916	0.897	0.971	0.029	0.969	0.751	2.635280559417215E18	0.261	0.000	3868.197	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.112	0.899	3984.679	1.091
455	301	34.896	36.618	34.199	39.199	35.997	34.027	22249.689	956.401	115.039	979.514	113.428	0.953	0.890	0.792	0.945	0.908	0.976	0.024	0.986	0.713	2.6352491730044051E18	0.257	0.000	3825.604	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.146	0.872	3918.058	1.058
106	212	34.657	42.147	33.350	39.264	37.126	32.481	21795.513	943.341	132.410	1022.828	115.015	0.822	0.883	0.779	0.875	0.676	0.922	0.078	0.869	0.720	2.6352844152390189E18	0.357	0.000	3773.365	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.177	0.849	4091.312	1.143
481	317	34.653	43.629	31.474	41.806	39.216	30.800	21789.118	943.157	137.064	1038.729	116.873	0.794	0.829	0.687	0.785	0.631	0.908	0.092	0.853	0.717	3.6623569023379846E18	0.370	0.000	3772.627	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.328	0.753	4154.917	1.273
174	230	34.427	40.401	32.285	40.734	38.099	31.166	21364.277	930.857	126.924	996.384	114.489	0.852	0.845	0.714	0.818	0.726	0.934	0.066	0.902	0.708	2.6377874632617683E18	0.368	0.000	3723.428	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.262	0.793	3985.538	1.222
139	220	33.906	41.188	32.422	38.805	36.888	31.280	20408.679	902.888	129.396	971.197	112.133	0.823	0.874	0.763	0.848	0.678	0.930	0.070	0.867	0.718	2.6352849660848563E18	0.348	0.000	3611.553	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.197	0.836	3884.788	1.179
18	180	33.699	37.455	33.477	37.242	35.385	32.175	20036.929	891.891	117.668	940.909	109.733	0.900	0.905	0.819	0.909	0.809	0.948	0.052	0.933	0.715	2.7616319859611258E18	0.335	0.000	3567.563	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.112	0.899	3763.637	1.100
229	245	33.495	36.715	31.755	37.763	35.720	31.431	19675.609	881.136	115.345	918.648	108.910	0.912	0.887	0.787	0.880	0.832	0.959	0.041	0.944	0.735	2.635253629032745E18	0.292	0.000	3524.544	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.189	0.841	3674.592	1.136
306	263	33.426	37.111	32.728	36.548	35.031	31.934	19555.139	877.536	116.588	925.869	109.035	0.901	0.915	0.836	0.912	0.811	0.948	0.052	0.935	0.734	3.7859585869177312E18	0.328	0.000	3510.142	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.117	0.895	3703.478	1.097
314	265	33.233	36.342	32.653	35.650	33.906	32.635	19217.484	867.405	114.171	903.418	107.814	0.914	0.932	0.869	0.963	0.836	0.960	0.040	0.944	0.745	2.6352536289134701E18	0.345	0.000	3469.619	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.092	0.916	3613.672	1.039
