Id	Img Id	Da	Dp	FWidth	FLength	ELength	EWidth	Volume	Area	Perimeter	CHull  Area	CHull Perimeter	Sphericity	Compactness	Roundness	Ellipse Ratio	Circularity	Solidity	Concavity	Convexity	Extent	hash	Transparency	Curvature	Surface Area	Filter0	Filter1	Filter2	Filter3	Filter4	Filter5	Filter6	L/W Ratio	W/L Aspect Ratio	CHull Surface Area	Ellipticity
 	 	µm	µm	µm	µm	µm	µm	µm³	µm²	µm	µm²	µm	 	 	 	 	 	 	 	 	 	 	 	 	µm²	 	 	 	 	 	 	 	 	 	µm²	 
4020	211	53.739	62.781	47.199	64.714	63.060	46.379	81259.972	2268.168	197.232	2387.349	179.812	0.856	0.830	0.690	0.735	0.733	0.950	0.050	0.912	0.743	2.6510118306388563E18	0.280	0.000	9072.673	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.371	0.729	9549.394	1.360
416	77	53.734	57.336	50.334	61.395	58.357	50.898	81237.465	2267.749	180.126	2335.395	176.781	0.937	0.875	0.766	0.872	0.878	0.971	0.029	0.981	0.734	2.6352492222429075E18	0.237	0.000	9070.997	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.220	0.820	9341.581	1.147
5806	278	53.653	57.798	47.780	66.737	65.020	44.778	80867.918	2260.867	181.576	2342.764	177.902	0.928	0.804	0.646	0.689	0.862	0.965	0.035	0.980	0.709	2.6352849563902131E18	0.206	0.000	9043.467	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.397	0.716	9371.057	1.452
3197	178	53.572	68.407	47.356	64.415	63.322	45.420	80504.046	2254.080	214.906	2443.944	179.841	0.783	0.832	0.692	0.717	0.613	0.922	0.078	0.837	0.739	2.6375015900854214E18	0.315	0.000	9016.319	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.360	0.735	9775.775	1.394
4013	211	53.564	55.939	50.418	59.587	57.964	49.604	80466.852	2253.385	175.737	2293.437	171.834	0.958	0.899	0.808	0.856	0.917	0.983	0.017	0.978	0.750	3.7881756146738278E18	0.206	0.000	9013.542	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.182	0.846	9173.750	1.169
7596	358	53.550	55.783	52.515	55.211	54.726	52.416	80401.779	2252.170	175.247	2286.463	170.418	0.960	0.970	0.941	0.958	0.922	0.985	0.015	0.972	0.777	2.6355267811657462E18	0.204	0.000	9008.681	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.051	0.951	9145.852	1.044
7349	340	53.544	62.406	52.800	58.654	55.973	51.305	80374.934	2251.669	196.053	2383.600	174.767	0.858	0.913	0.833	0.917	0.736	0.945	0.055	0.891	0.727	2.6352491544652774E18	0.303	0.000	9006.676	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.111	0.900	9534.401	1.091
6586	305	53.383	58.945	50.354	62.295	59.487	48.311	79651.793	2238.143	185.182	2317.455	174.661	0.906	0.857	0.734	0.812	0.820	0.966	0.034	0.943	0.714	2.635280008434497E18	0.291	0.000	8952.572	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.237	0.808	9269.820	1.231
4236	217	53.379	58.232	49.482	59.710	58.278	50.399	79636.236	2237.851	182.940	2305.660	176.854	0.917	0.894	0.799	0.865	0.840	0.971	0.029	0.967	0.757	2.6352497117498669E18	0.244	0.000	8951.406	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.207	0.829	9222.641	1.156
3520	194	53.357	56.257	48.946	60.354	58.054	49.208	79536.804	2235.988	176.737	2283.602	171.856	0.948	0.884	0.782	0.848	0.900	0.979	0.021	0.972	0.757	3.7881706666009331E18	0.221	0.000	8943.954	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.233	0.811	9134.409	1.180
