Id,Img Id,Da,Dp,FWidth,FLength,ELength,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,Filter0,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,L/W Ratio,W/L Aspect Ratio,CHull Surface Area,Ellipticity,Fiber Length,Fiber Width,Flow,Flow Class
9088,214,90.071,119.743,83.033,116.291,108.306,76.351,382613.949,6371.837,376.184,6958.925,307.533,0.752,0.775,0.6,0.705,0.566,0.916,0.084,0.818,0.66,3646307279414369792,0.337,0,25487.348,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.401,0.714,27835.701,1.419,141.619,44.993,0.0,0
7193,183,108.48,183.687,82.806,167.752,182.488,75.266,668413.792,9242.464,577.069,11142.687,419.276,0.591,0.647,0.418,0.412,0.349,0.829,0.171,0.727,0.665,3934582179462490112,0.258,0,36969.855,Accept,Reject,Reject,Reject,Reject,Reject,Reject,2.026,0.494,44570.748,2.425,250.484,36.898,0.0,0
9366,219,97.669,112.331,81.89,128.763,122.863,79.423,487833.032,7492.124,352.897,7913.684,333.816,0.869,0.759,0.575,0.646,0.756,0.947,0.053,0.946,0.711,2635530689567040000,0.24,0,29968.496,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.572,0.636,31654.738,1.547,98.342,76.185,0.0,0
11141,250,84.175,108.992,81.214,113.341,108.557,71.43,312282.648,5564.883,342.409,6424.164,307.19,0.772,0.743,0.552,0.658,0.596,0.866,0.134,0.897,0.605,2673503998976339968,0.266,0,22259.533,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.396,0.717,25696.658,1.52,125.534,44.33,0.0,0
9199,216,103.458,136.43,80.807,161.374,157.241,72.442,579821.932,8406.604,428.606,9596.773,389.379,0.758,0.641,0.411,0.461,0.575,0.876,0.124,0.908,0.645,3788452761265120256,0.252,0,33626.415,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.997,0.501,38387.094,2.171,160.665,52.324,0.0,0
12663,286,83.904,87.318,80.714,88.249,86.571,81.407,309279.724,5529.151,274.317,5602.817,267.172,0.961,0.951,0.904,0.94,0.923,0.987,0.013,0.974,0.776,2635249153387339776,0.236,0,22116.603,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.093,0.915,22411.268,1.063,0,0,0.0,0
11209,251,82.245,96.493,80.59,87.598,85.424,79.235,291293.815,5312.656,303.142,5529.016,265.028,0.852,0.939,0.882,0.928,0.726,0.961,0.039,0.874,0.753,3803972847851409920,0.284,0,21250.622,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.087,0.92,22116.065,1.078,92.004,57.744,0.0,0
6408,172,79.423,93.167,80.425,90.863,86.501,78.405,262322.52,4954.287,292.692,5296.88,271.286,0.852,0.874,0.764,0.906,0.727,0.935,0.065,0.927,0.678,2779681629106220032,0.244,0,19817.149,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.13,0.885,21187.522,1.103,88.752,55.821,0.0,0
8357,202,85.097,100.883,80.37,103.039,94.771,80.111,322653.649,5687.419,316.933,6174.715,290.079,0.844,0.826,0.682,0.845,0.712,0.921,0.079,0.915,0.687,2635253638730229760,0.262,0,22749.675,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.282,0.78,24698.859,1.183,99.532,57.142,0.0,0
7670,192,82.814,111.328,79.406,102.159,95.957,75.594,297378.499,5386.382,349.747,5778.532,287.422,0.744,0.811,0.657,0.788,0.553,0.932,0.068,0.822,0.664,3659853805027890176,0.275,0,21545.529,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.287,0.777,23114.126,1.269,132.958,40.512,0.0,0
11801,263,85.981,93.834,78.78,104.011,97.797,76.702,332813.782,5806.196,294.787,6015.197,286.433,0.916,0.827,0.683,0.784,0.84,0.965,0.035,0.972,0.709,3646307838029049856,0.216,0,23224.782,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.32,0.757,24060.788,1.275,0,0,0.0,0
5050,153,83.241,99.879,78.72,102.422,104.84,71.072,301999.879,5442.043,313.78,5994.649,289.71,0.833,0.813,0.661,0.678,0.695,0.908,0.092,0.923,0.675,5067474976918580224,0.252,0,21768.171,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.301,0.769,23978.597,1.475,101.576,53.576,0.0,0
9436,220,79.263,98.392,78.48,84.098,81.775,76.9,260739.225,4934.332,309.107,5190.857,256.751,0.806,0.943,0.888,0.94,0.649,0.951,0.049,0.831,0.748,3785954050186780160,0.302,0,19737.327,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.072,0.933,20763.429,1.063,106.84,46.184,0.0,0
7568,190,81.192,102.142,78.399,95.31,90.233,75.006,280249.1,5177.503,320.889,5485.51,271.077,0.795,0.852,0.726,0.831,0.632,0.944,0.056,0.845,0.693,3804214731664560128,0.268,0,20710.01,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.216,0.823,21942.042,1.203,113.35,45.677,0.0,0
2945,121,84.485,97.202,78.371,103.757,103.542,72.842,315749.148,5605.989,305.368,5955.076,287.724,0.869,0.814,0.663,0.704,0.755,0.941,0.059,0.942,0.689,2635249222228519936,0.206,0,22423.957,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.324,0.755,23820.303,1.421,86.011,65.178,0.0,0
8969,213,84.843,100.237,78.082,107.933,101.822,74.594,319774.008,5653.528,314.905,6194.945,293.882,0.846,0.786,0.618,0.733,0.716,0.913,0.087,0.933,0.671,2635253560038470144,0.218,0,22614.112,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.382,0.723,24779.782,1.365,98.579,57.351,0.0,0
3872,135,87.134,101.991,78.028,101.206,99.044,77.756,346387.659,5963.013,320.414,6186.455,286.463,0.854,0.861,0.741,0.785,0.73,0.964,0.036,0.894,0.755,3787894123320379904,0.284,0,23852.052,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.297,0.771,24745.822,1.274,96.753,61.632,0.0,0
8888,211,90.97,122.793,78.001,114.104,111.319,75.173,394183.425,6499.646,385.765,6964.624,306.539,0.741,0.797,0.636,0.675,0.549,0.933,0.067,0.795,0.73,2635280550572989952,0.301,0,25998.585,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.463,0.684,27858.496,1.481,147.532,44.056,0.0,0
4383,141,85.491,93.667,77.686,95.065,95.404,77.702,327165.117,5740.312,294.265,6018.769,280.25,0.913,0.899,0.809,0.814,0.833,0.954,0.046,0.952,0.777,2779368809319730176,0.246,0,22961.248,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.224,0.817,24075.078,1.228,0,0,0.0,0
783,84,101.137,120.473,77.649,144.242,146.581,73.156,541660.25,8033.574,378.479,8545.011,360.786,0.839,0.701,0.492,0.499,0.705,0.94,0.06,0.953,0.717,2635530628380570112,0.205,0,32134.295,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.858,0.538,34180.045,2.004,122.398,65.635,0.0,0
8587,206,89.876,132.352,77.59,117.872,127.911,70.731,380130.759,6344.238,415.797,7685.706,330.866,0.679,0.762,0.581,0.553,0.461,0.825,0.175,0.796,0.694,2784118777001679872,0.296,0,25376.953,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.519,0.658,30742.826,1.808,169.122,37.513,0.0,0
12124,271,100.947,134.798,77.521,148.089,166.761,69.014,538608.02,8003.366,423.479,9668.844,387.549,0.749,0.682,0.465,0.414,0.561,0.828,0.172,0.915,0.697,2635249231806179840,0.29,0,32013.465,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.91,0.523,38675.375,2.416,160.524,49.858,0.0,0
11436,255,77.807,100.164,77.501,83.084,80.271,75.623,246634.479,4754.738,314.673,5022.423,253.012,0.777,0.936,0.877,0.942,0.603,0.947,0.053,0.804,0.738,3646272161879000064,0.317,0,19018.954,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.072,0.933,20089.692,1.061,114.352,41.58,0.0,0
9367,219,80.626,98.639,77.482,93.259,86.42,76.496,274427.959,5105.556,309.883,5381.751,266.198,0.817,0.865,0.747,0.885,0.668,0.949,0.051,0.859,0.707,3788171217281589760,0.281,0,20422.224,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.204,0.831,21527.003,1.13,104.488,48.863,0.0,0
