Id	Img Id	Da	Dp	FWidth	FLength	ELength	EWidth	Volume	Area	Perimeter	CHull  Area	CHull Perimeter	Sphericity	Compactness	Roundness	Ellipse Ratio	Circularity	Solidity	Concavity	Convexity	Extent	hash	Transparency	Curvature	Surface Area	Filter0	Filter1	Filter2	Filter3	Filter4	Filter5	Filter6	L/W Ratio	W/L Aspect Ratio	CHull Surface Area	Ellipticity	Fiber Length	Fiber Width
 	 	µm	µm	µm	µm	µm	µm	µm³	µm²	µm	µm²	µm	 	 	 	 	 	 	 	 	 	 	 	 	µm²	 	 	 	 	 	 	 	 	 	µm²	 	µm	µm
891	378	34.258	37.929	30.139	42.001	40.869	28.980	21051.255	921.742	119.157	961.707	113.899	0.903	0.816	0.665	0.709	0.816	0.958	0.042	0.956	0.728	2.65104700532780442E18	0.349	0.000	3686.969	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.394	0.718	3846.826	1.410	0.000	0.000
856	356	30.379	32.009	30.117	32.091	31.102	29.680	14679.270	724.815	100.559	747.935	97.765	0.949	0.947	0.896	0.954	0.901	0.969	0.031	0.972	0.750	2.6352492234682025E18	0.294	0.000	2899.260	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.066	0.938	2991.738	1.048	0.000	0.000
920	385	29.028	39.134	30.074	32.877	29.504	28.717	12807.189	661.800	122.942	745.363	98.102	0.742	0.883	0.780	0.973	0.550	0.888	0.112	0.798	0.669	5.07197480786374042E18	0.365	0.000	2647.199	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.093	0.915	2981.451	1.027	45.687	14.486
242	148	30.292	33.417	29.942	32.764	31.963	28.777	14553.950	720.684	104.982	761.343	99.188	0.906	0.925	0.855	0.900	0.822	0.947	0.053	0.945	0.735	3.7907403651511977E18	0.315	0.000	2882.735	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.094	0.914	3045.373	1.111	0.000	0.000
667	275	33.127	36.304	29.919	38.816	37.125	29.744	19034.027	861.876	114.051	900.949	108.928	0.912	0.853	0.728	0.801	0.833	0.957	0.043	0.955	0.742	3.77269071247617536E18	0.284	0.000	3447.502	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.297	0.771	3603.797	1.248	0.000	0.000
461	204	31.188	36.209	29.913	35.281	33.036	29.572	15883.607	763.936	113.755	825.471	103.719	0.861	0.884	0.781	0.895	0.742	0.925	0.075	0.912	0.724	3.78821038872793754E18	0.357	0.000	3055.743	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.179	0.848	3301.883	1.117	0.000	0.000
126	122	29.451	34.671	29.822	31.913	29.594	29.378	13375.051	681.221	108.922	736.419	97.301	0.849	0.923	0.852	0.993	0.722	0.925	0.075	0.893	0.716	2.6375015827034793E18	0.340	0.000	2724.882	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.070	0.934	2945.676	1.007	29.788	22.869
999	409	29.825	32.482	29.794	31.755	30.359	29.369	13891.290	698.638	102.045	731.538	96.870	0.918	0.939	0.882	0.967	0.843	0.955	0.045	0.949	0.738	3.64409183128373094E18	0.293	0.000	2794.554	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.066	0.938	2926.151	1.034	0.000	0.000
298	158	29.798	33.918	29.750	32.371	30.729	29.040	13853.332	697.365	106.555	742.900	97.866	0.879	0.921	0.847	0.945	0.772	0.939	0.061	0.918	0.724	3.79073926562282138E18	0.369	0.000	2789.461	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.088	0.919	2971.601	1.058	0.000	0.000
665	274	30.624	34.685	29.719	34.694	32.585	28.892	15038.247	736.584	108.965	779.628	100.928	0.883	0.883	0.779	0.887	0.780	0.945	0.055	0.926	0.714	3.6443056862596777E18	0.316	0.000	2946.336	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.167	0.857	3118.512	1.128	0.000	0.000
998	409	29.541	34.207	29.713	31.722	30.224	28.951	13498.060	685.391	107.465	729.460	96.749	0.864	0.931	0.867	0.958	0.746	0.940	0.060	0.900	0.727	2.63722443586262067E18	0.344	0.000	2741.564	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.068	0.937	2917.840	1.044	0.000	0.000
459	203	30.006	31.706	29.700	31.288	30.887	29.161	14146.192	707.159	99.606	729.292	96.536	0.946	0.959	0.920	0.944	0.896	0.970	0.030	0.969	0.761	2.63528489748308224E18	0.276	0.000	2828.637	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.053	0.949	2917.168	1.059	0.000	0.000
280	155	32.239	35.402	29.652	38.331	36.891	28.252	17544.863	816.314	111.220	854.179	106.108	0.911	0.841	0.707	0.766	0.829	0.956	0.044	0.954	0.718	2.78169153745232128E18	0.333	0.000	3265.257	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.293	0.774	3416.715	1.306	0.000	0.000
864	361	31.155	38.902	29.510	37.489	34.698	28.198	15834.220	762.351	122.215	843.623	106.010	0.801	0.831	0.691	0.813	0.641	0.904	0.096	0.867	0.689	2.76613948770050253E18	0.337	0.000	3049.406	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.270	0.787	3374.493	1.231	41.049	18.572
